id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
39582266,Thu Mar 05 2020 13:47:52 GMT-0600 (CST),2020-03-05,2020-03-05 19:47:52 UTC,Central Time (US & Canada),9950,jmcalpin,Jessica,2020-03-05 20:08:30 UTC,2020-03-30 11:00:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/39582266,https://inaturalist-open-data.s3.amazonaws.com/photos/62817899/medium.jpg,,"",,1,0,false,3,"Foley, AL, US",30.4168367107,-87.820872143,5,,,,5,,,false,,,,Baldwin,Alabama,United States,Alabama,Baldwin,river cane,Arundinaria gigantea,river cane,Plantae,121747
39585192,Thu Mar 05 2020 15:15:05 GMT-0600 (CST),2020-03-05,2020-03-05 15:15:05 UTC,UTC,2541883,vgvaughn,,2020-03-05 21:16:48 UTC,2020-03-30 10:57:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39585192,https://inaturalist-open-data.s3.amazonaws.com/photos/62815303/medium.jpg,,"",,1,0,false,3,"Pelham Heights Rd, Cottondale, AL, US",33.189204068,-87.4714311629,65,,,,65,,,false,,,,Tuscaloosa,Alabama,United States,Alabama,Tuscaloosa,river cane,Arundinaria gigantea,river cane,Plantae,121747
39596202,Thu Mar 05 2020 10:39:17 GMT-0600 (CST),2020-03-05,2020-03-05 16:39:17 UTC,Central Time (US & Canada),19956,amataka1,Amanda,2020-03-06 02:43:35 UTC,2020-03-09 21:55:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39596202,https://inaturalist-open-data.s3.amazonaws.com/photos/62834716/medium.jpg,,"",,0,0,false,3,"Old Hammond Hwy, Baton Rouge, LA, US",30.4640633333,-90.9964916667,,,,,,,,false,,,,,Louisiana,United States,Louisiana,East Baton Rouge,river cane,Arundinaria gigantea,river cane,Plantae,121747
39636894,Fri Mar 06 2020 13:51:26 GMT-0600 (CST),2020-03-06,2020-03-06 19:51:26 UTC,Central Time (US & Canada),487466,wildflowersuz,SuzAnne Jensen Pendley,2020-03-07 04:36:46 UTC,2020-03-30 10:47:19 UTC,research,,https://www.inaturalist.org/observations/39636894,https://static.inaturalist.org/photos/62903976/medium.jpg,,"",Jeff Friend Trail ,1,0,false,3,"Grass Island, Gulf Shores, AL, US",30.24483667,-87.79053667,63,,,,63,,,false,,,,Baldwin,Alabama,United States,Alabama,Baldwin,river cane,Arundinaria gigantea,river cane,Plantae,121747
39663130,2020-03-07 2:04:41 PM CST,2020-03-07,2020-03-07 14:04:41 UTC,UTC,1508850,ben389,Ben Bramlett,2020-03-07 20:05:54 UTC,2020-03-30 10:45:00 UTC,research,,https://www.inaturalist.org/observations/39663130,https://static.inaturalist.org/photos/62947637/medium.jpeg,,"",,1,0,false,2,"Tuskegee, AL, USA",32.4313577,-85.6879473,2500,,,,2500,,,false,,,,Macon,Alabama,United States,Alabama,Macon,river cane,Arundinaria gigantea,river cane,Plantae,121747
39688365,2020/03/07 4:29 PM CST,2020-03-07,2020-03-07 22:29:00 UTC,Central Time (US & Canada),27450,alabamaplants,J. Kevin England,2020-03-08 05:18:01 UTC,2020-03-17 02:01:00 UTC,research,,https://www.inaturalist.org/observations/39688365,https://static.inaturalist.org/photos/62990325/medium.jpeg,,"",,0,0,false,,"Russell County, AL, USA",32.2065067499,-85.2172856673,335,,,,335,,,false,,,,Russell,Alabama,United States,Alabama,Russell,river cane,Arundinaria gigantea,river cane,Plantae,121747
39708244,2020-03-08 12:40:13 PM CDT,2020-03-08,2020-03-08 12:40:13 UTC,UTC,1735507,chelsea174,Chelsea Blankenship,2020-03-08 17:41:24 UTC,2020-03-14 21:01:34 UTC,research,,https://www.inaturalist.org/observations/39708244,https://static.inaturalist.org/photos/63024719/medium.jpeg,,"",,1,0,false,2,"Oliver Township, MO, USA",36.59590785,-93.29295141,5,,,,5,,,false,,,,Taney,Missouri,United States,Missouri,Taney,river cane,Arundinaria gigantea,river cane,Plantae,121747
39722655,Sun Mar 08 2020 17:49:39 GMT-0400 (EDT),2020-03-08,2020-03-08 21:49:39 UTC,Eastern Time (US & Canada),68132,jackassgardener,Robb Telfer,2020-03-08 21:49:49 UTC,2020-03-09 17:32:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39722655,https://inaturalist-open-data.s3.amazonaws.com/photos/63048159/medium.jpg,,"",,0,0,false,3,"Palmetto, GA, US",33.5137566878,-84.744540928,10,,,,10,,,false,,,,Fulton,Georgia,United States,Georgia,Fulton,river cane,Arundinaria gigantea,river cane,Plantae,121747
39749182,2020-03-08 2:14:06 PM CDT,2020-03-08,2020-03-09 00:14:06 UTC,Hawaii,1372768,gracemccartha,Grace McCartha,2020-03-09 12:33:13 UTC,2020-11-01 15:53:40 UTC,research,,https://www.inaturalist.org/observations/39749182,https://static.inaturalist.org/photos/63095619/medium.jpeg,,"",,1,0,false,2,"Bob Ward Township, AR, USA",35.146675,-90.400002,,,,,,,,false,gps,gps,,Crittenden,Arkansas,United States,Arkansas,Crittenden,river cane,Arundinaria gigantea,river cane,Plantae,121747
39750032,Sun Mar 08 2020 11:31:04 GMT-0500 (CDT),2020-03-08,2020-03-08 11:31:04 UTC,UTC,289602,kpinso,"",2020-03-09 13:11:13 UTC,2020-03-09 16:40:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39750032,https://inaturalist-open-data.s3.amazonaws.com/photos/63096911/medium.jpg,,"",,0,0,false,3,"Central, LA, US",30.4811466667,-90.9779283333,,,,,,,,false,,,,,Louisiana,United States,Louisiana,East Baton Rouge,river cane,Arundinaria gigantea,river cane,Plantae,121747
39774000,2020-03-09 3:23:17 PM EDT,2020-03-09,2020-03-09 19:23:17 UTC,Eastern Time (US & Canada),206279,ericaflory,erica flory,2020-03-09 22:33:47 UTC,2020-03-18 16:39:24 UTC,research,,https://www.inaturalist.org/observations/39774000,https://static.inaturalist.org/photos/63136138/medium.jpeg,,"",,1,0,false,2,"Meredith, NC, USA",35.8105353997,-78.7261869997,,,,,,,,false,gps,gps,,Wake,North Carolina,United States,North Carolina,Wake,river cane,Arundinaria gigantea,river cane,Plantae,121747
39804265,Sat Mar 07 2020 12:32:23 GMT-0600 (CST),2020-03-07,2020-03-07 18:32:23 UTC,Central Time (US & Canada),120071,hansecj,Curtis Hansen,2020-03-10 17:39:45 UTC,2023-07-07 18:55:52 UTC,research,CC-BY,https://www.inaturalist.org/observations/39804265,https://inaturalist-open-data.s3.amazonaws.com/photos/63188765/medium.jpg,,"",,2,0,false,3,"Huntsville, AL, US",34.5758866667,-86.6198883333,,,,,,,,false,,,,Madison,Alabama,United States,Alabama,Madison,river cane,Arundinaria gigantea,river cane,Plantae,121747
39824024,2020/02/29 5:24 PM CST,2020-02-29,2020-02-29 23:24:00 UTC,Central Time (US & Canada),211252,oceanicwilderness,Misti,2020-03-11 02:00:34 UTC,2022-01-31 22:12:10 UTC,research,,https://www.inaturalist.org/observations/39824024,https://static.inaturalist.org/photos/63221104/medium.jpg,,"",,1,0,false,,"Walker County, TX, USA",30.6074515344,-95.5355917771,81,,,,81,,,false,,,,Walker,Texas,United States,Texas,Walker,river cane,Arundinaria gigantea,river cane,Plantae,121747
39844572,Wed Mar 11 2020 13:16:52 GMT-0400 (EDT),2020-03-11,2020-03-11 17:16:52 UTC,Eastern Time (US & Canada),2177091,kendalltrent,,2020-03-11 17:17:25 UTC,2020-11-26 13:55:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39844572,https://inaturalist-open-data.s3.amazonaws.com/photos/63256108/medium.jpg,,"",,1,0,false,3,"Cool Branch Rd, Thorn Hill, TN, US",36.4559196639,-83.213692395,165,,,,165,,,false,,,,Hancock,Tennessee,United States,Tennessee,Hancock,river cane,Arundinaria gigantea,river cane,Plantae,121747
39910237,Thu Mar 12 2020 17:07:10 GMT-0500 (CDT),2020-03-12,2020-03-12 17:07:10 UTC,UTC,2635924,chazbuttz,,2020-03-13 02:46:25 UTC,2020-03-14 14:45:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39910237,https://inaturalist-open-data.s3.amazonaws.com/photos/63367582/medium.jpg,,"",,1,0,false,3,"Overton Park, Memphis, TN, US",35.14641117,-89.99022833,5,,,,5,,,false,,,,Shelby,Tennessee,United States,Tennessee,Shelby,river cane,Arundinaria gigantea,river cane,Plantae,121747
39948952,2020/03/10 11:55 AM CDT,2020-03-10,2020-03-10 16:55:00 UTC,Central Time (US & Canada),26296,connlindajo,Linda Jo Conn,2020-03-14 01:19:31 UTC,2021-03-24 15:12:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39948952,https://inaturalist-open-data.s3.amazonaws.com/photos/63433723/medium.jpeg,,"",A large patch growing under scattered trees near highway. ,2,0,false,,"Hwy 21, Sabine County, TX, USA",31.4783510664,-93.9498980089,21,,,,21,,,false,,,,Sabine,Texas,United States,Texas,Sabine,river cane,Arundinaria gigantea,river cane,Plantae,121747
40000107,Sat Mar 14 2020 16:34:09 GMT-0500 (CDT),2020-03-14,2020-03-14 21:34:09 UTC,Central Time (US & Canada),208028,myrmexflora,Blake Bringhurst,2020-03-15 00:28:56 UTC,2020-05-20 01:38:52 UTC,research,CC-BY,https://www.inaturalist.org/observations/40000107,https://inaturalist-open-data.s3.amazonaws.com/photos/63519806/medium.jpg,,"",,2,0,false,3,"Fayetteville, AR, US",36.0543871572,-94.0639111929,22,,,,22,,,false,,,,Washington,Arkansas,United States,Arkansas,Washington,river cane,Arundinaria gigantea,river cane,Plantae,121747
40049517,2020/03/05 8:12 AM CST,2020-03-05,2020-03-05 14:12:00 UTC,Central Time (US & Canada),723646,bbk-htx,,2020-03-15 22:20:25 UTC,2020-03-16 01:18:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40049517,https://inaturalist-open-data.s3.amazonaws.com/photos/63604585/medium.jpeg,,"Spring Creek Bend Preserve, 30.10034 -95.41082",,2,0,false,,"Montgomery County, TX, USA",30.10034,-95.41082,6,,,,6,,,false,,,,Montgomery,Texas,United States,Texas,Montgomery,river cane,Arundinaria gigantea,river cane,Plantae,121747
40094275,2020-03-16 2:28:06 PM CDT,2020-03-16,2020-03-16 14:28:06 UTC,UTC,2536713,josepholeary,Joseph O'Leary,2020-03-16 19:45:38 UTC,2020-06-11 23:21:17 UTC,research,,https://www.inaturalist.org/observations/40094275,https://static.inaturalist.org/photos/63680186/medium.jpeg,,"",,1,0,false,2,"Jackson County, US-TN, US",36.3552586,-85.6770127,21,,,,21,,,false,gps,gps,,Jackson,Tennessee,United States,Tennessee,Jackson,river cane,Arundinaria gigantea,river cane,Plantae,121747
40098292,Mon Mar 16 2020 16:04:08 GMT-0500 (CDT),2020-03-16,2020-03-16 21:04:08 UTC,Central Time (US & Canada),149814,pbarbour_1978,Philip,2020-03-16 21:04:18 UTC,2020-03-16 22:19:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40098292,https://inaturalist-open-data.s3.amazonaws.com/photos/63686549/medium.jpg,,"",,1,0,false,3,"Grenada, MS, US",33.7975810469,-89.8008643371,5,,,,5,,,false,,,,Grenada,Mississippi,United States,Mississippi,Grenada,river cane,Arundinaria gigantea,river cane,Plantae,121747
40103693,2020-03-07 2:37:33 PM CST,2020-03-07,2020-03-07 14:37:33 UTC,UTC,815753,rea_bear,,2020-03-16 23:08:03 UTC,2020-06-13 03:03:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40103693,https://inaturalist-open-data.s3.amazonaws.com/photos/63696141/medium.jpeg,,"","Early spring, trail behind Botanical Garden, sunny weather",2,0,false,2,"Redstone Arsenal, AL, USA",34.7026385833,-86.6433174722,,,,,,,,false,gps,gps,,Madison,Alabama,United States,Alabama,Madison,river cane,Arundinaria gigantea,river cane,Plantae,121747
40151886,Tue Mar 17 2020 17:55:28 GMT-0500 (CDT),2020-03-17,2020-03-17 17:55:28 UTC,UTC,449307,fieldfalcon,Fields Falcone,2020-03-17 22:55:35 UTC,2020-03-18 01:24:41 UTC,research,,https://www.inaturalist.org/observations/40151886,https://static.inaturalist.org/photos/63777173/medium.jpg,,"",,1,0,false,3,"Whitney Ave, Memphis, TN, US",35.2117517225,-89.9611585634,4,,,,4,,,false,,,,Shelby,Tennessee,United States,Tennessee,Shelby,river cane,Arundinaria gigantea,river cane,Plantae,121747
40163701,2020-03-15 3:00:01 PM CDT,2020-03-15,2020-03-15 20:00:01 UTC,Central Time (US & Canada),516767,bheberlein,"",2020-03-18 03:09:58 UTC,2020-04-02 03:33:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40163701,https://inaturalist-open-data.s3.amazonaws.com/photos/63797184/medium.jpeg,,"",,2,0,false,2,"Ozark, IL 62972, USA",37.5174602924,-88.6560976133,12,,,,12,,open,false,gps,gps,,Pope,Illinois,United States,Illinois,Pope,river cane,Arundinaria gigantea,river cane,Plantae,121747
40163764,2020/03/17 2:31 PM CDT,2020-03-17,2020-03-17 19:31:00 UTC,Central Time (US & Canada),27450,alabamaplants,J. Kevin England,2020-03-18 03:11:56 UTC,2020-03-20 02:23:02 UTC,research,,https://www.inaturalist.org/observations/40163764,https://static.inaturalist.org/photos/63794925/medium.jpeg,,"",,1,0,false,,"Lawrence County, AL, USA",34.3245790279,-87.3706148936,30,,,,30,,,false,,,,Lawrence,Alabama,United States,Alabama,Lawrence,river cane,Arundinaria gigantea,river cane,Plantae,121747
40164269,2020-03-17 3:27:46 PM CDT,2020-03-17,2020-03-17 20:27:46 UTC,Central Time (US & Canada),199596,maryshew,Mary Shew,2020-03-18 03:24:08 UTC,2020-03-18 11:42:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40164269,https://inaturalist-open-data.s3.amazonaws.com/photos/63798247/medium.jpeg,,"",,1,0,false,2,"Fort Payne, AL 35967, USA",34.2923447,-85.6887978,,,,,,,,false,gps,gps,,Cherokee,Alabama,United States,Alabama,Cherokee,river cane,Arundinaria gigantea,river cane,Plantae,121747
40199810,Wed Mar 18 2020 13:21:28 GMT-0500 (CDT),2020-03-18,2020-03-18 23:21:28 UTC,Hawaii,745129,parahuaco,Eric Duran,2020-03-18 20:57:18 UTC,2023-07-07 18:21:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40199810,https://inaturalist-open-data.s3.amazonaws.com/photos/63856469/medium.jpg,,"",,1,0,false,3,"Blanks Rd, Conroe, TX, US",30.20953667,-95.26432833,5,,,,5,,,false,,,,Montgomery,Texas,United States,Texas,Montgomery,river cane,Arundinaria gigantea,river cane,Plantae,121747
40203788,Wed Mar 18 2020 18:01:03 GMT-0400 (EDT),2020-03-18,2020-03-18 22:01:03 UTC,Eastern Time (US & Canada),550913,meghedeen,"",2020-03-18 22:04:03 UTC,2020-03-19 01:15:31 UTC,research,,https://www.inaturalist.org/observations/40203788,https://static.inaturalist.org/photos/63863779/medium.jpg,,"",,1,0,false,3,"Atlanta, GA, US",33.837458035,-84.461672986,30,,,,30,,,false,,,,Cobb,Georgia,United States,Georgia,Cobb,river cane,Arundinaria gigantea,river cane,Plantae,121747
40278932,2020/03/16 4:19 PM CDT,2020-03-16,2020-03-16 21:19:00 UTC,Central Time (US & Canada),395895,wildlander,Jared Gorrell,2020-03-20 04:31:32 UTC,2020-04-12 20:34:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40278932,https://inaturalist-open-data.s3.amazonaws.com/photos/63981726/medium.jpeg,,"","",2,0,false,,"Union County, IL, USA",37.5794394279,-89.4389582687,31,,,,31,,open,false,,,,Union,Illinois,United States,Illinois,Union,river cane,Arundinaria gigantea,river cane,Plantae,121747
40399066,Sat Mar 21 2020 16:31:15 GMT-0500 (CDT),2020-03-21,2020-03-21 16:31:15 UTC,UTC,2519153,william95doody,,2020-03-21 21:31:24 UTC,2020-04-18 22:51:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40399066,https://inaturalist-open-data.s3.amazonaws.com/photos/64154547/medium.jpg,,"","Afternoon walk on Walking Trail Way in Madison, Alabama during a sunny afternoon. ",1,0,false,3,"Mose Chapel Rd, Madison, AL, US",34.7079825243,-86.7760551952,59,,,,59,,,false,,,,Madison,Alabama,United States,Alabama,Madison,river cane,Arundinaria gigantea,river cane,Plantae,121747
40399477,2020-03-21 12:53:59 PM CDT,2020-03-21,2020-03-21 17:53:59 UTC,Central Time (US & Canada),512125,rogerbirkhead,Roger Birkhead,2020-03-21 21:36:28 UTC,2020-03-22 02:09:47 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/40399477,https://inaturalist-open-data.s3.amazonaws.com/photos/64148480/medium.jpeg,,"",,1,0,false,2,"Dadeville, AL 36853, USA",32.7012692,-85.8459043,2799,,,,2799,,,false,,,,Tallapoosa,Alabama,United States,Alabama,Tallapoosa,river cane,Arundinaria gigantea,river cane,Plantae,121747
40402502,Sat Mar 21 2020 14:31:36 GMT-0500 (CDT),2020-03-21,2020-03-21 18:31:36 UTC,Eastern Time (US & Canada),762185,nealkelso,Neal Kelso,2020-03-21 22:15:48 UTC,2020-03-29 16:13:15 UTC,research,CC-BY,https://www.inaturalist.org/observations/40402502,https://inaturalist-open-data.s3.amazonaws.com/photos/64153126/medium.jpg,,"",,2,0,false,3,"William B. Bankhead National Forest, Haleyville, AL, US",34.2862666586,-87.3869583547,490,,,,490,,,false,,,,Winston,Alabama,United States,Alabama,Winston,river cane,Arundinaria gigantea,river cane,Plantae,121747
40412979,2020-03-16 12:14pm,2020-03-16,2020-03-16 17:14:00 UTC,Central Time (US & Canada),24973,annikaml,Annika Lindqvist,2020-03-21 23:25:06 UTC,2020-03-22 17:53:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/40412979,https://inaturalist-open-data.s3.amazonaws.com/photos/64161952/medium.jpeg,,"","",1,0,false,,"Brazos Bend State Park, TX",29.377707,-95.591647,14,,,,14,,,false,,,,Fort Bend,Texas,United States,Texas,Fort Bend,river cane,Arundinaria gigantea,river cane,Plantae,121747
40551798,Sun Mar 22 2020 17:59:36 GMT-0400 (EDT),2020-03-22,2020-03-22 21:59:36 UTC,Eastern Time (US & Canada),2440844,jhb1212,,2020-03-22 21:59:59 UTC,2021-08-12 20:46:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40551798,https://inaturalist-open-data.s3.amazonaws.com/photos/64267201/medium.jpg,,"",,1,0,false,3,"Cherokee Park, Louisville, KY, US",38.2376339101,-85.701239789,10,,,,10,,,false,,,,Jefferson,Kentucky,United States,Kentucky,Jefferson,river cane,Arundinaria gigantea,river cane,Plantae,121747
40593033,2020/03/19 1:16 PM CDT,2020-03-19,2020-03-19 18:16:00 UTC,Central Time (US & Canada),395895,wildlander,Jared Gorrell,2020-03-23 17:31:02 UTC,2020-03-26 05:20:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40593033,https://inaturalist-open-data.s3.amazonaws.com/photos/64336333/medium.jpeg,,"","",1,0,false,,"Union County, IL, USA",37.5744791281,-89.4355334722,15,,,,15,,open,false,,,,Union,Illinois,United States,Illinois,Union,river cane,Arundinaria gigantea,river cane,Plantae,121747
40602030,Mon Mar 23 2020 16:21:58 GMT-0400 (EDT),2020-03-23,2020-03-23 20:21:58 UTC,Eastern Time (US & Canada),2650221,mikaylawhitney,,2020-03-23 20:23:38 UTC,2020-03-24 17:33:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40602030,https://inaturalist-open-data.s3.amazonaws.com/photos/64352441/medium.jpg,,"",,1,0,false,3,"Conway, SC, US",33.7897600606,-79.0431442392,5,,,,5,,,false,,,,Horry,South Carolina,United States,South Carolina,Horry,river cane,Arundinaria gigantea,river cane,Plantae,121747
40602856,Mon Mar 23 2020 16:31:25 GMT-0400 (EDT),2020-03-23,2020-03-23 20:31:25 UTC,Eastern Time (US & Canada),2650221,mikaylawhitney,,2020-03-23 20:40:34 UTC,2020-03-24 17:33:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40602856,https://inaturalist-open-data.s3.amazonaws.com/photos/64355133/medium.jpg,,"",,1,0,false,3,"Conway, SC, US",33.7894673646,-79.0432221071,10,,,,10,,,false,,,,Horry,South Carolina,United States,South Carolina,Horry,river cane,Arundinaria gigantea,river cane,Plantae,121747
40605483,Mon Mar 23 2020 15:39:55 GMT-0500 (CDT),2020-03-23,2020-03-23 19:39:55 UTC,Eastern Time (US & Canada),762185,nealkelso,Neal Kelso,2020-03-23 21:31:28 UTC,2020-03-25 10:02:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/40605483,https://inaturalist-open-data.s3.amazonaws.com/photos/64358418/medium.jpg,,"",,1,0,false,3,"Monte Sano Blvd SE, Huntsville, AL, US",34.71674667,-86.53505833,814,,,,814,,,false,,,,Madison,Alabama,United States,Alabama,Madison,river cane,Arundinaria gigantea,river cane,Plantae,121747
40652023,2017/10/05 10:19 AM EDT,2017-10-05,2017-10-05 14:19:00 UTC,Eastern Time (US & Canada),1540126,ncwetlands,NC Wetlands,2020-03-24 19:11:36 UTC,2020-03-24 19:13:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/40652023,https://inaturalist-open-data.s3.amazonaws.com/photos/64437064/medium.jpeg,,"",,1,0,false,,"Southwest Raleigh, Raleigh, NC, USA",35.7655135864,-78.6844784372,322,,,,322,,,false,,,,Wake,North Carolina,United States,North Carolina,Wake,river cane,Arundinaria gigantea,river cane,Plantae,121747
40667916,2019-11-20 1:43:11 PM EST,2019-11-20,2019-11-20 18:43:11 UTC,Eastern Time (US & Canada),2670685,codyferg94,Cody Ferguson,2020-03-24 23:56:00 UTC,2020-03-25 12:45:54 UTC,research,,https://www.inaturalist.org/observations/40667916,https://static.inaturalist.org/photos/64465734/medium.jpeg,,"",,1,0,false,2,"US 42 @ Prospect Point, Prospect, KY 40059, USA",38.3450680916,-85.6155169755,8415,,,,8415,,,false,gps,gps,,Jefferson,Kentucky,United States,Kentucky,Jefferson,river cane,Arundinaria gigantea,river cane,Plantae,121747
40702889,Sun Mar 22 2020 14:58:53 GMT-0500 (CDT),2020-03-22,2020-03-22 14:58:53 UTC,UTC,2372692,shira8,Shira Ellisman,2020-03-25 17:54:16 UTC,2020-03-25 18:12:40 UTC,research,,https://www.inaturalist.org/observations/40702889,https://static.inaturalist.org/photos/64524017/medium.jpg,,"",,1,0,false,3,"Porter, Porter, TX, US",30.05223883,-95.26781333,10,,,,10,,,false,,,,Montgomery,Texas,United States,Texas,Montgomery,river cane,Arundinaria gigantea,river cane,Plantae,121747
